"socDep","socDep2","polDep1","polDep2","ecDep","sd1","sd2","pd1","pd2","pd3","pd4","ec1","ec2","teaparty","trump","third_party","pid7","age","college","female","own_home","married","wt"
2,1,-1,3,-1,3,1,1,2,3,0,1,2,1,2,3,1,43,0,1,0,1,0.700602760158204
1,0,-1,3,-6,4,3,7,8,9,6,2,8,1,1,3,1,56,0,1,0,0,0.950088329255838
0,0,0,0,0,4,4,10,10,10,10,10,10,5,5,4,1,37,1,0,0,0,0.941762693110478
2,2,0,2,1,4,2,7,7,8,6,9,8,1,1,3,2,64,1,0,1,1,0.880807004246363
-1,-1,-4,-3,-4,2,3,1,5,3,6,4,8,1,1,4,1,52,1,1,1,1,1.33565298699237
1,0,3,0,2,3,2,3,0,1,1,4,2,2,1,4,1,32,0,1,0,0,0.726778988003959
1,1,-3,-3,1,4,3,5,8,3,6,5,4,1,1,2,1,35,0,1,1,0,0.640095342171041
-1,0,-3,-5,0,2,3,2,5,1,6,3,3,1,1,3,3,57,1,0,0,0,1.26529992434598
0,-1,0,1,-4,3,3,0,0,1,0,0,4,3,4,2,4,54,0,1,0,1,1.6620954441499
1,-1,-4,-4,-5,4,3,4,8,3,7,3,8,4,4,3,7,81,0,0,1,1,0.677864585039849
0,0,0,0,0,2,2,5,5,5,5,5,5,3,3,3,1,35,0,0,0,0,0.726619949982949
0,0,-2,-2,0,1,1,0,2,0,2,2,2,2,5,4,5,28,0,0,1,0,0.704806829116349
-1,0,0,-1,1,3,4,9,9,7,8,9,8,4,5,3,1,22,0,0,0,0,1.23350368995701
0,0,-4,-2,0,2,2,1,5,2,4,5,5,1,1,1,3,61,1,1,1,1,1.37486016079663
-2,-1,-2,-3,-2,1,3,2,4,1,4,6,8,5,1,3,7,56,1,0,0,0,1.26529992434598
0,1,0,-1,0,3,3,8,8,7,8,8,8,4,1,3,2,32,1,1,1,1,0.90915713245011
0,0,-3,-3,-2,4,4,3,6,5,8,3,5,5,4,3,7,71,0,1,0,0,0.615615712705601
-1,-1,-3,-3,1,2,3,3,6,2,5,7,6,2,2,4,3,70,1,0,1,1,0.970366054592694
0,0,-3,-2,-1,3,3,0,3,1,3,4,5,3,5,4,5,46,0,1,0,0,0.70669514514957
1,0,-3,-3,1,3,2,3,6,2,5,6,5,2,2,2,7,66,0,1,1,1,1.07039305224686
0,0,0,-2,-1,1,1,0,0,3,5,1,2,1,1,2,4,71,0,0,0,0,0.871866766783756
-1,0,-2,-2,0,2,3,4,6,5,7,8,8,4,1,3,1,72,1,0,1,1,0.796675653672009
-1,0,-2,-2,2,3,4,5,7,5,7,5,3,3,1,4,2,59,0,1,0,0,1.00928497913445
0,0,-1,-2,-1,2,2,1,2,0,2,3,4,1,4,3,4,50,0,0,1,1,1.02669462306552
0,-1,-10,0,-6,4,4,0,10,10,10,3,9,1,4,4,1,71,0,1,1,1,0.985971652963289
0,1,-4,1,0,2,2,6,10,4,3,4,4,3,2,3,6,22,0,1,0,1,1.24511696776824
-1,-1,-3,-1,-3,2,3,3,6,4,5,2,5,2,2,2,2,44,1,0,1,0,0.69342567367563
-1,-1,-4,-4,-3,3,4,3,7,3,7,4,7,4,4,3,5,67,0,1,1,1,0.94403873874904
0,0,-1,-4,-2,2,2,5,6,3,7,7,9,1,2,1,3,29,1,1,0,1,1.09396718669245
0,0,0,0,2,3,3,2,2,2,2,5,3,2,1,3,6,65,1,0,1,0,1.03503235260843
1,0,1,2,-7,2,1,4,3,3,1,0,7,3,3,4,4,60,0,1,0,0,0.593211074771015
0,0,0,0,-2,2,2,3,3,2,2,5,7,5,4,4,7,34,1,1,1,1,0.808382678014032
0,1,-1,-1,-2,1,1,3,4,3,4,3,5,3,4,4,6,28,0,1,0,0,1.03540565941896
-3,-3,-2,-2,-1,1,4,4,6,2,4,1,2,3,3,3,2,38,0,0,0,0,0.624199981240723
0,1,0,1,0,2,2,7,7,7,6,5,5,3,3,1,4,28,0,1,0,1,0.6585886196855
-1,-1,-3,-2,2,2,3,6,9,6,8,7,5,1,1,3,7,68,1,0,1,1,1.13005266387694
-2,-2,-1,-2,-2,1,3,0,1,1,3,3,5,2,4,3,6,57,1,1,1,1,1.19816770887997
-2,0,-4,-1,2,1,3,2,6,2,3,8,6,3,2,3,7,34,0,1,0,0,0.658168886388622
0,2,-4,1,0,2,2,3,7,5,4,5,5,1,1,3,2,48,1,1,1,1,1.30164870743789
0,0,0,1,0,4,4,9,9,7,6,10,10,1,1,1,1,52,1,0,1,1,1.20854154202459
0,0,1,-1,2,3,3,6,5,5,6,6,4,2,1,2,1,84,0,1,1,0,1.24706620889149
-1,-1,-2,0,0,2,3,5,7,5,5,6,6,5,4,4,6,62,1,0,1,1,0.855536883243929
0,0,0,0,2,2,2,2,2,2,2,6,4,1,1,1,3,67,1,1,1,1,0.851607594104819
0,0,0,-1,1,3,3,5,5,4,5,3,2,3,3,1,4,35,1,1,1,1,1.05007638125218
-1,0,0,0,-5,1,2,0,0,0,0,0,5,3,4,4,6,43,0,1,1,0,1.14506222126633
1,1,-5,-4,-2,2,1,3,8,3,7,4,6,1,4,4,2,30,1,1,1,1,0.701080836366515
0,0,2,0,2,2,2,4,2,5,5,5,3,2,1,1,2,24,1,1,0,0,1.81713921669099
0,1,-5,0,-6,3,3,0,5,10,10,3,9,4,5,4,6,29,1,0,1,1,1.20566232544719
0,0,2,0,1,4,4,8,6,7,7,7,6,1,1,4,1,27,1,0,0,1,1.20566232544719
-1,-1,-3,-2,-2,2,3,2,5,1,3,0,2,2,1,2,4,25,0,1,0,0,1.13918367181579
2,2,-4,-1,5,3,1,2,6,3,4,7,2,4,4,3,5,32,0,0,1,0,0.665694621024762
0,-2,0,0,1,4,4,3,3,2,2,1,0,3,4,4,4,57,1,0,0,0,0.68216513837209
-1,-1,0,-1,-1,2,3,3,3,2,3,6,7,1,1,1,2,72,1,1,1,1,0.872334500128151
-1,-1,0,0,0,1,2,2,2,2,2,7,7,1,1,1,1,61,1,0,1,0,1.10793576143719
-3,0,-3,-3,-3,1,4,0,3,5,8,7,10,3,1,2,1,19,0,1,1,0,0.981500939116013
0,-3,-3,-4,-4,4,4,3,6,1,5,1,5,4,4,4,4,67,0,1,0,0,1.23055060823689
0,0,0,0,-10,1,1,0,0,0,0,0,10,3,2,2,4,40,1,1,0,0,0.759886043535033
0,0,0,1,-2,3,3,7,7,7,6,8,10,1,1,2,1,43,1,1,1,1,1.37966197063957
0,0,-6,-7,-3,4,4,2,8,1,8,5,8,5,5,4,5,39,0,1,0,0,1.02517828825512
0,0,-2,0,0,3,3,3,5,5,5,3,3,3,5,4,7,37,1,1,0,0,1.11603916737083
0,0,0,0,0,2,2,5,5,6,6,7,7,1,1,1,3,63,1,1,1,1,0.80260118314059
1,1,-1,-1,1,3,2,5,6,5,6,6,5,2,2,3,7,34,1,0,1,1,1.36527798203521
-2,-1,2,-1,3,2,4,4,2,6,7,5,2,4,1,2,3,24,1,0,0,0,1.37598614869627
-1,0,0,5,5,2,3,0,0,5,0,7,2,3,2,4,3,47,0,1,0,1,0.816942620381852
-1,-1,0,-2,-2,2,3,3,3,3,5,7,9,1,1,1,1,61,1,1,1,1,1.38657074564303
1,2,1,1,2,2,1,2,1,2,1,3,1,4,2,3,6,56,1,1,0,0,0.743508404251346
-1,-1,-2,-2,-2,2,3,0,2,1,3,2,4,2,1,3,2,72,0,1,1,0,0.777221842105169
-1,-1,0,2,5,3,4,6,6,8,6,8,3,2,1,2,6,64,1,0,1,1,1.09337479978098
-1,-1,-4,-8,-4,2,3,2,6,0,8,4,8,4,4,4,7,62,0,1,0,1,1.08621796451903
2,0,2,-2,-1,4,2,5,3,4,6,6,7,1,1,1,3,70,1,1,1,0,1.12806439225518
0,1,-1,-2,-1,2,2,1,2,1,3,1,2,3,3,3,6,34,1,1,0,0,1.4834951538334
-1,-1,-3,-5,-6,2,3,2,5,1,6,2,8,1,2,1,3,54,1,1,0,0,0.746636505730811
0,1,-1,-1,0,2,2,3,4,2,3,7,7,2,1,1,3,40,1,1,1,0,1.53931777234212
0,1,1,0,0,2,2,5,4,5,5,3,3,4,5,4,5,41,0,1,0,1,0.792772465620885
1,2,-2,-1,1,2,1,6,8,7,8,9,8,4,4,3,3,32,0,1,1,1,0.68401321137491
0,0,0,0,-1,2,2,4,4,5,5,7,8,1,1,3,3,60,1,1,1,1,0.827604008101386
0,0,0,0,0,2,2,3,3,3,3,5,5,4,4,3,7,48,1,1,1,1,0.97082253181206
-1,0,3,1,2,3,4,9,6,8,7,8,6,5,5,3,1,24,0,0,1,1,0.847468308855663
-1,-1,-4,-6,-6,3,4,6,10,3,9,2,8,2,1,3,1,58,0,0,1,1,0.943724588215773
-1,-1,2,2,3,2,3,4,2,8,6,6,3,3,2,3,7,21,0,1,0,0,0.882715853903652
1,0,0,0,-2,4,3,9,9,1,1,3,5,4,1,2,3,19,0,1,0,0,1.21020604397627
2,2,6,3,1,3,1,7,1,5,2,2,1,2,1,1,2,52,1,0,1,1,0.803569090976153
0,1,0,0,0,2,2,5,5,5,5,5,5,2,2,2,7,61,1,1,1,0,1.25334302465588
-1,-1,-1,0,-2,3,4,8,9,9,9,5,7,1,1,1,1,47,1,0,1,1,1.0749583145738
-1,0,0,0,-2,2,3,4,4,5,5,4,6,2,2,3,7,20,0,1,0,0,0.866436997175541
0,2,0,0,0,2,2,8,8,8,8,8,8,4,4,3,4,24,1,1,1,0,1.43234685387862
-1,-1,-2,-1,1,3,4,5,7,4,5,8,7,4,2,4,7,64,1,1,1,1,0.718009250408674
-1,-1,0,3,4,2,3,5,5,7,4,8,4,1,1,1,1,63,0,0,1,0,1.06583427201199
-1,-1,-2,-2,-3,2,3,6,8,3,5,4,7,1,1,2,1,32,0,1,0,0,1.26027649428828
0,0,0,-1,0,2,2,0,0,1,2,5,5,1,1,1,4,44,0,0,0,0,1.18324841515281
0,0,0,0,-2,4,4,6,6,8,8,7,9,4,1,3,2,25,1,0,0,1,0.72985001311258
-1,-3,1,0,3,3,4,5,4,0,0,8,5,3,2,2,4,54,1,1,0,0,1.32437243915255
1,1,-2,0,-1,3,2,6,8,6,6,7,8,2,4,2,7,51,1,1,1,1,1.30164870743789
-1,-1,-3,-3,-5,2,3,7,10,3,6,5,10,3,1,3,4,24,0,1,1,1,0.777419479769794
0,0,1,2,-1,2,2,3,2,4,2,4,5,1,1,2,1,19,0,1,0,1,0.928692669863411
-1,0,0,0,0,3,4,8,8,8,8,8,8,4,2,4,6,40,1,0,1,1,1.26971908623912
0,1,-3,0,0,2,2,4,7,4,4,7,7,1,1,2,1,59,1,1,1,1,0.80260118314059
1,1,-2,-1,-2,3,2,4,6,5,6,4,6,2,1,2,6,32,1,1,1,0,0.986437363898676
0,0,-2,-2,2,2,2,3,5,2,4,6,4,4,4,3,4,65,1,0,1,0,0.610111036350513
0,0,-1,0,-1,2,2,4,5,3,3,5,6,4,2,2,4,63,0,1,1,1,0.704877638734187
1,1,-3,-3,3,3,2,4,7,4,7,9,6,4,1,1,4,60,1,1,1,1,1.37486016079663
0,0,-1,-1,1,3,3,6,7,5,6,7,6,2,4,3,3,68,1,0,1,1,1.14978073137367
0,0,0,0,0,2,2,7,7,4,4,7,7,1,1,2,1,68,1,1,1,0,1.18395006359059
0,0,-1,1,1,3,3,6,7,6,5,6,5,1,2,3,2,63,0,1,1,1,0.695579587009629
0,-2,-4,-4,-3,3,3,1,5,0,4,2,5,3,5,4,6,27,0,1,0,1,1.21426916575533
0,1,0,0,3,1,1,5,5,5,5,6,3,3,1,1,4,41,0,1,1,1,1.34406623650394
0,-1,0,0,4,4,4,5,5,3,3,9,5,2,4,3,4,55,0,1,1,1,1.03143730714755
0,0,-2,9,-3,3,3,8,10,10,1,7,10,4,4,2,7,58,0,1,1,1,0.692987805685927
0,-1,-2,-4,-1,3,3,4,6,2,6,5,6,2,1,3,3,68,1,1,1,0,0.858861293987159
0,0,0,0,3,4,4,1,1,0,0,8,5,5,2,4,7,69,1,0,1,1,0.845719316654506
1,1,0,0,0,2,1,3,3,5,5,2,2,1,1,2,1,66,0,0,1,1,0.874510531751299
-1,0,-5,-5,-8,2,3,3,8,4,9,2,10,5,4,4,7,53,0,1,0,1,0.741767793972769
0,0,0,0,-2,2,2,5,5,5,5,5,7,4,3,1,4,32,1,1,0,1,0.907731183205704
0,2,-1,0,0,2,2,4,5,4,4,5,5,4,5,2,6,46,0,0,0,0,0.874625581910835
0,2,1,0,0,2,2,9,8,8,8,8,8,5,5,4,1,36,0,0,1,1,0.865188204160568
0,1,0,0,-3,2,2,2,2,3,3,5,8,1,1,2,2,35,1,0,1,1,1.20888360656926
0,-1,-4,2,5,4,4,5,9,6,4,6,1,5,1,3,7,32,1,1,1,1,1.17290017046353
0,-3,-10,-10,-7,4,4,0,10,0,10,0,7,3,3,4,7,19,0,1,0,0,1.90263565075637
2,0,0,0,0,4,2,6,6,7,7,7,7,5,1,1,7,24,0,0,1,0,1.39680521910051
0,-1,-3,-6,1,4,4,3,6,1,7,5,4,2,3,3,3,46,1,1,0,0,1.36715246896492
-1,-2,-4,-6,-4,3,4,1,5,1,7,5,9,2,1,4,6,53,0,0,1,0,0.832673599097802
1,1,-6,-6,-3,2,1,1,7,1,7,2,5,1,1,1,3,40,0,1,1,1,0.677599174329044
0,0,0,0,0,3,3,5,5,5,5,5,5,4,4,3,1,35,1,0,1,1,0.757313627500052
0,0,-5,0,-1,2,2,0,5,4,4,4,5,3,2,2,3,21,0,1,0,0,1.5306799731039
-1,-1,-5,-2,-4,2,3,0,5,0,2,0,4,3,1,3,4,47,0,1,0,0,0.827687424568298
0,0,0,-2,-1,4,4,8,8,6,8,7,8,3,1,3,6,36,1,1,0,1,1.5263171292554
0,0,-2,0,-1,3,3,5,7,6,6,8,9,1,1,2,3,40,1,1,1,1,0.804408533792947
-3,-3,0,-4,-1,1,4,0,0,1,5,4,5,3,1,2,7,49,0,1,1,0,0.77298817862665
1,1,2,2,-2,2,1,5,3,4,2,4,6,3,2,4,1,50,1,1,1,0,0.78320786897536
-1,-1,2,0,-2,1,2,2,0,1,1,2,4,3,2,2,1,24,0,1,0,0,1.06554471048945
-2,-2,-9,-5,-9,2,4,1,10,5,10,1,10,1,4,3,1,64,1,1,0,0,1.19816770887997
1,1,-4,-5,2,3,2,2,6,2,7,5,3,4,1,3,3,23,1,1,0,1,1.02858642827019
0,-1,-1,1,1,2,2,0,1,1,0,2,1,1,1,3,3,56,1,1,0,0,1.38657074564303
1,0,2,0,1,4,3,4,2,5,5,8,7,1,1,1,2,75,1,1,1,0,1.4267864403679
1,1,0,2,1,3,2,4,4,6,4,6,5,1,1,1,1,25,1,1,0,0,1.49613105409698
-2,-2,-4,-4,0,1,3,0,4,0,4,0,0,4,4,4,5,51,0,1,0,0,0.741767793972769
2,0,-3,4,6,4,2,6,9,6,2,8,2,1,1,1,1,49,1,1,0,0,1.51247789392761
0,0,0,1,2,2,2,4,4,3,2,5,3,1,1,2,7,57,1,1,1,1,0.731458772592179
0,0,0,1,-1,3,3,6,6,6,5,5,6,4,5,3,7,58,0,1,1,1,0.610360777532627
-2,-3,0,0,0,2,4,0,0,0,0,0,0,3,3,4,4,44,0,1,0,1,1.15279184168449
-1,-2,-3,-5,-3,3,4,3,6,2,7,5,8,1,1,3,1,64,1,1,1,1,0.743508404251346
-1,-1,-2,-1,-3,1,2,2,4,1,2,0,3,3,2,3,4,54,0,1,0,0,1.27404636955291
0,-1,-3,0,4,4,4,5,8,3,3,9,5,1,1,4,1,49,0,1,0,1,1.10093280448241
1,1,-2,0,0,2,1,0,2,0,0,2,2,3,4,4,4,60,0,0,1,0,0.526150352172524
0,0,-2,-1,1,4,4,7,9,9,10,7,6,4,4,3,7,64,0,1,1,0,1.05576229363635
0,-3,-6,6,-6,4,4,0,6,6,0,4,10,5,4,4,7,70,0,0,0,0,1.02865294982216
-1,1,0,0,0,1,2,1,1,1,1,6,6,4,2,3,2,69,1,0,0,1,1.30199831543262
1,-1,-1,0,0,4,3,7,8,8,8,8,8,2,2,3,1,27,1,0,1,1,1.35374722985557
0,0,-3,-3,2,3,3,0,3,0,3,7,5,1,1,3,4,54,0,0,1,0,1.05090776007454
1,2,2,1,4,3,2,9,7,6,5,10,6,3,5,4,7,36,1,0,1,1,1.39282395380352
3,3,2,-2,2,4,1,4,2,7,9,8,6,4,2,3,4,28,0,0,1,1,0.758707607221104
0,1,0,-2,-1,3,3,6,6,5,7,6,7,3,1,3,2,22,0,1,0,0,1.3226958106287
0,0,0,0,0,2,2,0,0,5,5,6,6,2,1,3,4,35,1,0,0,0,1.40468754804547
0,3,0,0,0,1,1,0,0,5,5,5,5,3,5,1,2,55,0,0,1,1,1.06583427201199
-1,0,0,0,3,3,4,4,4,3,3,8,5,1,1,2,3,49,1,0,0,0,0.83294434936288
0,0,0,0,0,2,2,6,6,2,2,4,4,3,3,4,5,52,0,0,0,1,0.915902622766304
0,1,0,0,1,1,1,0,0,0,0,3,2,1,1,1,4,27,0,0,0,0,0.682345993448115
0,1,0,0,0,1,1,1,1,4,4,5,5,1,1,2,1,42,1,1,0,0,1.34787426710328
-1,0,-2,-2,-1,1,2,2,4,2,4,6,7,3,2,3,5,74,1,0,1,1,0.707929429678896
0,0,0,2,2,2,2,7,7,6,4,6,4,4,2,3,5,59,0,0,0,1,0.741953962132129
-2,-2,0,0,-4,1,3,0,0,0,0,1,5,5,4,3,5,30,0,0,0,0,1.03954956376656
0,-1,0,-2,-4,2,2,3,3,0,2,1,5,3,4,3,1,52,0,0,0,0,0.573927279977422
-1,0,5,0,-1,2,3,7,2,3,3,1,2,3,4,3,6,58,0,1,0,1,0.64786587512217
1,1,0,1,0,4,3,4,4,5,4,5,5,3,1,4,7,55,0,1,1,1,0.699635446279914
-1,-1,-4,-3,-3,3,4,0,4,1,4,5,8,4,2,3,4,65,1,0,0,0,0.842839225327868
-1,-1,-2,-2,-2,2,3,4,6,3,5,2,4,1,1,4,1,56,1,1,0,1,1.01385697035524
0,-1,-2,-3,-1,4,4,5,7,3,6,9,10,1,1,1,1,65,1,0,1,1,0.834865936563628
-2,0,0,-3,-1,2,4,0,0,2,5,4,5,5,1,4,5,49,0,1,1,1,1.15163047784248
-1,-1,-1,-1,-1,1,2,2,3,0,1,0,1,4,1,4,4,18,0,1,0,0,1.42351861050294
0,0,-2,-1,0,1,1,0,2,0,1,0,0,1,1,3,3,58,0,0,1,1,0.720667498342758
0,0,-1,-1,-1,3,3,4,5,5,6,5,6,1,1,2,5,74,1,0,1,1,1.30199831543262
1,1,2,4,-7,3,2,5,3,7,3,1,8,3,4,3,2,18,0,0,0,0,1.19250743351255
0,0,-2,-3,0,3,3,7,9,4,7,3,3,1,1,4,2,68,0,1,1,1,0.705702110359145
1,1,-3,-6,2,3,2,1,4,0,6,5,3,1,4,4,1,53,0,0,1,1,0.573927279977422
1,1,0,0,0,4,3,9,9,9,9,9,9,4,3,1,4,33,1,0,1,1,0.836707967624271
0,0,3,2,4,4,4,7,4,2,0,9,5,4,4,4,6,58,1,1,1,0,1.08700976393145
1,-1,-2,-3,-3,4,3,3,5,2,5,2,5,3,4,3,7,28,0,1,0,0,0.680946822606933
-1,0,-3,2,0,2,3,5,8,6,4,6,6,1,1,1,1,50,1,1,1,1,1.51247789392761
-1,0,-3,-1,1,2,3,4,7,3,4,5,4,4,2,2,2,46,1,1,1,1,0.912776682708028
-1,-2,-3,-1,-1,3,4,0,3,1,2,6,7,4,4,3,5,72,1,0,1,0,1.30199831543262
0,0,-2,0,0,2,2,3,5,2,2,5,5,3,1,2,3,54,1,1,0,0,1.29065535013784
-1,-1,-3,-4,-5,2,3,3,6,2,6,2,7,1,1,1,3,29,0,1,0,0,0.680946822606933
1,0,-3,2,-4,3,2,4,7,7,5,4,8,3,1,1,3,18,0,1,0,0,1.29740853872123
0,0,-3,4,-2,4,4,5,8,5,1,5,7,5,4,3,6,53,0,1,1,1,1.15163047784248
0,1,-3,-1,-5,2,2,3,6,4,5,2,7,1,1,3,2,50,0,1,1,0,1.09645292457005
0,0,1,1,-1,4,4,8,7,8,7,7,8,4,5,3,1,37,1,1,1,1,1.21703537278988
1,1,-1,-2,-2,3,2,2,3,3,5,2,4,5,2,4,5,35,0,0,0,0,0.959045880914422
-1,0,-4,-3,1,3,4,2,6,2,5,7,6,3,1,4,2,25,1,1,0,0,1.35237630428578
1,1,1,2,3,3,2,8,7,8,6,8,5,2,1,3,6,33,0,0,1,0,0.600604797678889
1,1,-3,-1,-2,3,2,2,5,3,4,6,8,4,1,4,1,20,0,1,0,0,1.3226958106287
0,0,0,0,0,4,4,5,5,3,3,8,8,2,2,2,3,73,1,0,1,0,1.12508672454647
0,0,-2,0,-4,4,4,0,2,10,10,2,6,3,1,4,3,22,0,1,0,0,0.911576239334795
1,0,0,-1,0,2,1,2,2,0,1,0,0,4,2,4,7,31,0,1,1,0,1.13918367181579
-1,0,-3,-4,-5,2,3,3,6,4,8,2,7,4,4,4,7,27,0,1,0,1,1.03474577217214
0,0,0,-3,0,2,2,0,0,1,4,6,6,1,1,1,4,48,1,0,1,1,0.803569090976153
3,3,0,0,3,4,1,0,0,0,0,3,0,5,3,4,2,72,0,1,0,1,1.21210063175364
0,0,0,-2,1,1,1,7,7,5,7,8,7,4,5,4,7,35,0,0,0,0,1.02247220134593
0,0,0,0,0,4,4,5,5,5,5,5,5,3,1,1,2,54,0,1,1,1,1.27404636955291
-1,0,-1,-1,-1,3,4,6,7,5,6,7,8,2,5,2,6,54,0,0,0,0,1.16261703924884
0,0,-2,-3,-5,2,2,6,8,5,8,4,9,1,1,1,2,18,0,1,0,0,0.938074257573367
0,0,-3,-2,-2,2,2,2,5,1,3,3,5,3,5,3,7,45,0,1,1,0,0.755914359332089
